gender,province,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,parental_education_encoded
Female,Balochistan,Master's Degree,Standard,Not Completed,66,74,82,4
Female,Punjab,Intermediate,Standard,Not Completed,76,74,74,2
Female,Punjab,Matric,Standard,Not Completed,75,73,71,1
Female,Balochistan,Bachelor's Degree,Standard,Completed,72,82,90,3
Female,Punjab,Intermediate,Standard,Not Completed,67,67,64,2
Male,Punjab,Bachelor's Degree,Free/Reduced,Completed,96,91,97,3
Male,Sindh,Primary or Below,Standard,Not Completed,56,66,66,0
Male,Khyber Pakhtunkhwa,Matric,Standard,Completed,89,92,89,1
Female,Sindh,Intermediate,Standard,Not Completed,48,70,70,2
Male,Sindh,Master's Degree,Free/Reduced,Not Completed,65,65,62,4
Male,Khyber Pakhtunkhwa,Intermediate,Standard,Completed,69,76,84,2
Female,Sindh,Bachelor's Degree,Free/Reduced,Completed,45,63,72,3
Female,Punjab,Intermediate,Standard,Completed,45,68,66,2
Female,Punjab,Bachelor's Degree,Standard,Not Completed,78,71,70,3
Male,Punjab,Intermediate,Standard,Not Completed,52,65,67,2
Male,Sindh,Intermediate,Free/Reduced,Not Completed,71,72,72,2
Female,Punjab,Intermediate,Free/Reduced,Not Completed,58,60,58,2
Male,Khyber Pakhtunkhwa,Intermediate,Standard,Completed,76,80,84,2
Female,Islamabad Capital Territory,Bachelor's Degree,Free/Reduced,Not Completed,75,70,63,3
Male,Sindh,Bachelor's Degree,Standard,Not Completed,64,70,69,3
Male,Punjab,Bachelor's Degree,Standard,Completed,85,82,84,3
Male,Punjab,Matric,Standard,Completed,87,88,93,1
Male,Punjab,Bachelor's Degree,Standard,Not Completed,62,64,63,3
Male,Punjab,Bachelor's Degree,Free/Reduced,Not Completed,78,76,78,3
Female,Sindh,Bachelor's Degree,Standard,Not Completed,67,70,66,3
Male,Sindh,Matric,Free/Reduced,Not Completed,62,62,64,1
Female,Punjab,Primary or Below,Standard,Completed,75,86,83,0
Male,Sindh,Matric,Standard,Not Completed,65,72,74,1
Female,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Completed,65,72,83,3
Male,Punjab,Master's Degree,Standard,Completed,69,81,83,4
Female,Sindh,Bachelor's Degree,Free/Reduced,Not Completed,58,60,59,3
Female,Sindh,Primary or Below,Standard,Not Completed,71,72,64,0
Male,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Completed,68,70,79,3
Male,Khyber Pakhtunkhwa,Matric,Free/Reduced,Not Completed,51,61,65,1
Male,Sindh,Matric,Free/Reduced,Completed,70,83,91,1
Female,Sindh,Intermediate,Free/Reduced,Not Completed,67,69,72,2
Female,Punjab,Master's Degree,Standard,Not Completed,63,69,70,4
Male,Balochistan,Master's Degree,Standard,Completed,85,87,88,4
Female,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Not Completed,73,77,76,3
Female,Punjab,Matric,Free/Reduced,Not Completed,61,61,68,1
Female,Sindh,Intermediate,Free/Reduced,Completed,71,78,84,2
Female,Sindh,Intermediate,Standard,Not Completed,62,73,83,2
Female,Sindh,Primary or Below,Free/Reduced,Not Completed,62,67,71,0
Male,Khyber Pakhtunkhwa,Intermediate,Standard,Completed,79,88,88,2
Female,Balochistan,Intermediate,Free/Reduced,Completed,60,74,80,2
Male,Punjab,Matric,Standard,Not Completed,61,61,60,1
Female,Khyber Pakhtunkhwa,Matric,Standard,Not Completed,66,69,63,1
Female,Punjab,Intermediate,Standard,Completed,69,84,90,2
Female,Punjab,Bachelor's Degree,Standard,Completed,79,91,97,3
Female,Sindh,Intermediate,Standard,Completed,87,90,100,2
Male,Punjab,Matric,Standard,Not Completed,65,68,70,1
Female,Punjab,Master's Degree,Free/Reduced,Not Completed,58,66,69,4
Female,Khyber Pakhtunkhwa,Primary or Below,Standard,Not Completed,68,73,74,0
Male,Sindh,Matric,Free/Reduced,Not Completed,81,74,69,1
Male,Khyber Pakhtunkhwa,Intermediate,Standard,Not Completed,77,66,69,2
Female,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Not Completed,71,78,80,3
Female,Punjab,Intermediate,Standard,Completed,73,77,88,2
Male,Islamabad Capital Territory,Matric,Standard,Completed,81,86,88,1
Male,Khyber Pakhtunkhwa,Intermediate,Free/Reduced,Completed,56,68,75,2
Female,Khyber Pakhtunkhwa,Intermediate,Free/Reduced,Completed,53,66,70,2
Female,Sindh,Intermediate,Free/Reduced,Not Completed,50,66,61,2
Male,Sindh,Bachelor's Degree,Standard,Not Completed,74,72,71,3
Female,Sindh,Intermediate,Free/Reduced,Not Completed,58,69,74,2
Male,Khyber Pakhtunkhwa,Matric,Free/Reduced,Not Completed,76,77,78,1
Male,Sindh,Intermediate,Free/Reduced,Not Completed,63,67,69,2
Male,Khyber Pakhtunkhwa,Master's Degree,Standard,Completed,85,86,89,4
Male,Punjab,Bachelor's Degree,Standard,Not Completed,66,65,68,3
Female,Khyber Pakhtunkhwa,Master's Degree,Standard,Not Completed,86,79,81,4
Female,Punjab,Matric,Standard,Not Completed,52,61,62,1
Male,Balochistan,Bachelor's Degree,Standard,Completed,70,77,81,3
Male,Punjab,Intermediate,Standard,Not Completed,45,49,48,2
Female,Balochistan,Bachelor's Degree,Standard,Not Completed,70,65,72,3
Male,Punjab,Intermediate,Standard,Not Completed,68,76,76,2
Female,Sindh,Intermediate,Free/Reduced,Not Completed,58,68,65,2
Male,Punjab,Primary or Below,Standard,Not Completed,68,73,68,0
Female,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Not Completed,76,81,80,3
Female,Sindh,Matric,Free/Reduced,Not Completed,69,70,75,1
Female,Sindh,Intermediate,Standard,Not Completed,72,71,70,2
Male,Punjab,Master's Degree,Standard,Not Completed,54,57,66,4
Female,Punjab,Matric,Standard,Completed,74,87,92,1
Male,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Completed,68,77,84,3
Male,Khyber Pakhtunkhwa,Master's Degree,Free/Reduced,Completed,57,73,79,4
Male,Khyber Pakhtunkhwa,Intermediate,Standard,Not Completed,66,71,70,2
Female,Punjab,Bachelor's Degree,Free/Reduced,Not Completed,63,72,76,3
Male,Sindh,Bachelor's Degree,Standard,Not Completed,83,85,79,3
Male,Sindh,Bachelor's Degree,Standard,Completed,89,86,85,3
Male,Balochistan,Bachelor's Degree,Free/Reduced,Not Completed,61,72,69,3
Female,Khyber Pakhtunkhwa,Matric,Standard,Not Completed,66,70,74,1
Female,Punjab,Primary or Below,Standard,Completed,54,70,83,0
Female,Sindh,Bachelor's Degree,Standard,Not Completed,62,62,65,3
Female,Punjab,Intermediate,Standard,Completed,72,80,86,2
Male,Sindh,Matric,Free/Reduced,Not Completed,58,65,61,1
Female,Punjab,Bachelor's Degree,Standard,Completed,100,100,100,3
Female,Sindh,Bachelor's Degree,Free/Reduced,Not Completed,62,70,69,3
Female,Punjab,Bachelor's Degree,Free/Reduced,Not Completed,57,67,67,3
Male,Sindh,Bachelor's Degree,Standard,Not Completed,83,72,75,3
Male,Punjab,Intermediate,Standard,Not Completed,56,60,60,2
Female,Sindh,Bachelor's Degree,Standard,Not Completed,61,70,68,3
Male,Khyber Pakhtunkhwa,Master's Degree,Standard,Completed,80,80,85,4
Male,Balochistan,Matric,Standard,Completed,54,74,76,1
Female,Sindh,Intermediate,Standard,Not Completed,65,79,80,2
Male,Punjab,Intermediate,Free/Reduced,Completed,75,79,85,2
Male,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Not Completed,68,73,73,3
Male,Sindh,Primary or Below,Standard,Completed,66,73,78,0
Male,Punjab,Intermediate,Standard,Not Completed,65,64,61,2
Male,Sindh,Primary or Below,Standard,Not Completed,68,70,69,0
Female,Punjab,Master's Degree,Free/Reduced,Not Completed,83,76,75,4
Female,Punjab,Master's Degree,Standard,Not Completed,44,66,72,4
Female,Punjab,Primary or Below,Standard,Completed,56,74,80,0
Male,Punjab,Bachelor's Degree,Standard,Not Completed,72,75,73,3
Female,Balochistan,Matric,Standard,Not Completed,61,63,66,1
Male,Islamabad Capital Territory,Matric,Standard,Not Completed,81,74,77,1
Female,Islamabad Capital Territory,Bachelor's Degree,Standard,Completed,84,89,100,3
Male,Sindh,Master's Degree,Standard,Not Completed,73,70,69,4
Female,Sindh,Intermediate,Free/Reduced,Completed,61,75,79,2
Female,Sindh,Matric,Standard,Not Completed,66,74,68,1
Male,Sindh,Intermediate,Standard,Not Completed,75,75,72,2
Female,Sindh,Master's Degree,Standard,Not Completed,74,81,87,4
Female,Punjab,Intermediate,Standard,Not Completed,52,62,58,2
Male,Sindh,Primary or Below,Standard,Not Completed,71,70,66,0
Female,Punjab,Matric,Standard,Completed,82,81,89,1
Female,Khyber Pakhtunkhwa,Matric,Free/Reduced,Not Completed,56,67,68,1
Female,Sindh,Matric,Standard,Not Completed,61,76,77,1
Male,Khyber Pakhtunkhwa,Matric,Free/Reduced,Not Completed,68,70,69,1
Female,Sindh,Matric,Standard,Completed,97,98,99,1
Male,Punjab,Matric,Free/Reduced,Completed,60,74,75,1
Male,Punjab,Bachelor's Degree,Free/Reduced,Not Completed,54,58,62,3
Male,Punjab,Matric,Free/Reduced,Completed,47,59,70,1
Male,Khyber Pakhtunkhwa,Intermediate,Standard,Not Completed,77,68,69,2
Female,Punjab,Bachelor's Degree,Standard,Completed,70,72,78,3
Female,Sindh,Bachelor's Degree,Free/Reduced,Not Completed,60,62,65,3
Male,Khyber Pakhtunkhwa,Primary or Below,Free/Reduced,Completed,53,79,79,0
Female,Khyber Pakhtunkhwa,Master's Degree,Free/Reduced,Not Completed,62,68,60,4
Male,Sindh,Intermediate,Standard,Not Completed,78,82,80,2
Female,Punjab,Intermediate,Free/Reduced,Completed,79,82,91,2
Male,Punjab,Bachelor's Degree,Free/Reduced,Not Completed,58,64,63,3
Male,Islamabad Capital Territory,Master's Degree,Standard,Not Completed,79,74,71,4
Female,Sindh,Intermediate,Free/Reduced,Completed,64,76,87,2
Male,Punjab,Matric,Standard,Not Completed,61,67,63,1
Male,Punjab,Master's Degree,Free/Reduced,Not Completed,44,56,54,4
Female,Sindh,Intermediate,Free/Reduced,Not Completed,53,65,71,2
Male,Sindh,Matric,Free/Reduced,Not Completed,54,62,60,1
Female,Khyber Pakhtunkhwa,Intermediate,Standard,Not Completed,67,77,77,2
Male,Punjab,Bachelor's Degree,Free/Reduced,Not Completed,73,75,76,3
Female,Punjab,Primary or Below,Free/Reduced,Not Completed,69,78,75,0
Male,Khyber Pakhtunkhwa,Primary or Below,Standard,Not Completed,62,75,69,0
Female,Sindh,Matric,Standard,Not Completed,53,69,64,1
Male,Punjab,Matric,Free/Reduced,Not Completed,71,65,66,1
Female,Sindh,Intermediate,Standard,Not Completed,57,60,66,2
Female,Sindh,Intermediate,Standard,Not Completed,54,66,66,2
Male,Sindh,Bachelor's Degree,Standard,Not Completed,76,68,70,3
Female,Khyber Pakhtunkhwa,Intermediate,Free/Reduced,Not Completed,55,68,60,2
Female,Punjab,Intermediate,Standard,Completed,62,76,83,2
Female,Punjab,Intermediate,Free/Reduced,Not Completed,67,74,73,2
Male,Sindh,Master's Degree,Standard,Completed,79,79,85,4
Female,Punjab,Primary or Below,Free/Reduced,Completed,58,76,85,0
Male,Punjab,Intermediate,Standard,Not Completed,75,70,68,2
Female,Sindh,Intermediate,Free/Reduced,Completed,79,84,83,2
Male,Punjab,Matric,Free/Reduced,Not Completed,49,57,61,1
Female,Punjab,Bachelor's Degree,Free/Reduced,Completed,68,73,81,3
Female,Khyber Pakhtunkhwa,Master's Degree,Free/Reduced,Not Completed,58,64,68,4
Female,Punjab,Matric,Standard,Not Completed,70,68,66,1
Female,Punjab,Intermediate,Standard,Completed,67,72,76,2
Female,Khyber Pakhtunkhwa,Primary or Below,Standard,Completed,68,82,84,0
Male,Balochistan,Matric,Free/Reduced,Not Completed,68,67,60,1
Female,Punjab,Bachelor's Degree,Free/Reduced,Completed,76,79,84,3
Female,Punjab,Master's Degree,Standard,Not Completed,65,70,77,4
Female,Punjab,Bachelor's Degree,Standard,Completed,73,89,93,3
Male,Punjab,Bachelor's Degree,Free/Reduced,Not Completed,38,63,60,3
Female,Islamabad Capital Territory,Bachelor's Degree,Standard,Not Completed,76,76,74,3
Male,Khyber Pakhtunkhwa,Primary or Below,Standard,Not Completed,83,72,66,0
Female,Punjab,Bachelor's Degree,Standard,Completed,66,74,84,3
Male,Punjab,Intermediate,Free/Reduced,Completed,72,72,79,2
Male,Punjab,Bachelor's Degree,Standard,Completed,64,77,85,3
Female,Khyber Pakhtunkhwa,Matric,Standard,Not Completed,50,63,66,1
Male,Sindh,Matric,Standard,Not Completed,61,64,64,1
Male,Sindh,Bachelor's Degree,Standard,Not Completed,39,47,54,3
Female,Sindh,Intermediate,Standard,Not Completed,74,69,69,2
Male,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Completed,80,73,85,3
Female,Punjab,Intermediate,Standard,Not Completed,73,71,74,2
Female,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Not Completed,80,73,74,3
Male,Sindh,Bachelor's Degree,Free/Reduced,Not Completed,65,67,63,3
Female,Balochistan,Bachelor's Degree,Free/Reduced,Completed,68,73,79,3
Male,Punjab,Master's Degree,Free/Reduced,Completed,87,85,88,4
Male,Punjab,Intermediate,Free/Reduced,Not Completed,72,74,73,2
Male,Khyber Pakhtunkhwa,Master's Degree,Free/Reduced,Not Completed,57,67,68,4
Male,Sindh,Primary or Below,Standard,Completed,84,82,88,0
Male,Punjab,Matric,Standard,Completed,68,71,73,1
Female,Khyber Pakhtunkhwa,Intermediate,Standard,Completed,78,81,82,2
Male,Punjab,Bachelor's Degree,Standard,Not Completed,68,77,70,3
Male,Punjab,Matric,Standard,Completed,79,79,84,1
Male,Punjab,Bachelor's Degree,Standard,Not Completed,84,80,74,3
Female,Khyber Pakhtunkhwa,Matric,Free/Reduced,Not Completed,52,64,60,1
Female,Punjab,Bachelor's Degree,Standard,Completed,74,75,79,3
Female,Sindh,Master's Degree,Standard,Not Completed,57,59,62,4
Female,Punjab,Intermediate,Standard,Not Completed,64,76,74,2
Female,Khyber Pakhtunkhwa,Bachelor's Degree,Standard,Not Completed,60,74,70,3
Male,Sindh,Bachelor's Degree,Standard,Not Completed,75,72,72,3
Female,Sindh,Intermediate,Free/Reduced,Not Completed,61,69,67,2
Female,Punjab,Matric,Standard,Not Completed,48,62,68,1
Male,Punjab,Bachelor's Degree,Standard,Not Completed,74,73,76,3
Female,Islamabad Capital Territory,Intermediate,Standard,Not Completed,70,71,65,2
Male,Islamabad Capital Territory,Intermediate,Standard,Not Completed,63,78,76,2
Male,Punjab,Matric,Standard,Not Completed,58,65,70,1
Male,Punjab,Master's Degree,Standard,Not Completed,69,72,73,4
Male,Islamabad Capital Territory,Intermediate,Standard,Not Completed,51,59,59,2
Female,Sindh,Intermediate,Standard,Completed,75,86,93,2
Female,Punjab,Bachelor's Degree,Free/Reduced,Completed,76,76,78,3
Male,Punjab,Matric,Standard,Completed,80,80,79,1
Male,Khyber Pakhtunkhwa,Bachelor's Degree,Free/Reduced,Not Completed,51,52,52,3
Male,Sindh,Intermediate,Standard,Not Completed,73,73,74,2
Female,Balochistan,Matric,Free/Reduced,Not Completed,74,74,75,1
